Accelerometer [X]	Accelerometer [Y]	Accelerometer [Z]
0.27	7.35	5.86
0.29	7.78	6.16
0.24	7.33	6.37
0.39	6.15	7.7
0.55	6.21	8.01
0.38	6.62	7.53
0.36	5.86	7.43
0.27	5.53	7.62
0.43	6.27	7.72
0.28	6.2	7.86
0.7	6.35	7.71
0.18	5.43	7.57
0.51	6.38	7.19
0.32	5.96	7.46
0.45	6.1	7.38
0.69	6.74	7.84
0.25	5.02	7
0.29	5.5	7.72
0.42	6.59	8.1
0.28	5.41	7.55
0.29	5.88	7.63
0.27	5.53	7.45
0.52	6.38	7.53
0.43	6.28	7.4
0.38	5.69	7.78
0.61	6.34	7.7
0.62	5.79	7.76
0.2	6.35	7.54
0.45	6.25	7.46
0.42	6.09	7.33
0.28	5.69	7.37
0.54	6.85	7.5
0.72	6.18	7.63
0.45	5.98	7.35
0.45	6.23	7.5
0.36	6.2	7.68
0.58	6.04	7.9
0.41	6.38	7.76
0.35	5.34	8.12
0.47	6.57	8.24
0.48	6.99	8.33
0.44	6	7.47
0.56	6.1	7.76
0.43	5.87	7.76
0.35	5.98	7.34
0.42	5.78	7.51
0.37	5.53	7.39
0.27	6.19	7.72
0.56	5.86	7.53
0.47	5.86	7.75
0.39	5.97	7.47
0.29	5.84	7.64
0.36	5.95	7.82
0.55	6.02	7.91
0.34	5.84	7.8
0.42	5.94	7.61
0.37	5.68	7.34
0.4	5.86	7.24
0.35	5.5	7.75
0.64	6.08	8.02
0.5	5.42	7.46
0.35	6.06	7.88
0.41	5.81	7.76
0.38	5.66	7.54
0.53	6.43	8.38
0.6	6.41	8.09
0.53	5.81	7.85
0.45	5.83	7.53
0.41	5.73	7.61
0.24	6.04	7.57
0.35	5.77	8.01
0.57	5.59	8
0.24	5.47	7.76
0.39	5.78	7.8
0.42	5.75	7.73
0.27	5.87	7.71
0.33	5.5	7.51
0.28	5.43	7.61
0.36	5.69	7.8
0.5	5.83	8.02
0.4	5.91	7.67
0.49	5.05	7.54
0.58	6.59	8.92
-0.22	5.38	8.83
0	5.31	7.5
0.59	5.78	8.12
0.21	5.2	7.65
0.02	5.34	7.5
0.45	6.07	8.05
0.29	5.68	8.11
0.32	5.47	7.76
0.33	5.97	7.79
0.42	5.86	8.08
0.29	5.48	7.79
0.36	5.72	7.95
0.5	6.01	7.63
0.24	5.45	8.06
0.43	5.36	7.64
0.39	5.97	7.71
0.57	5.45	7.61
0.13	5.22	7.8
0.28	5.32	7.92
0.56	5.79	8.07
0.14	5.96	8.04
0.17	5.4	7.44
0.21	5.7	8.01
0.02	5.62	7.79
0.5	5.76	8.05
0.05	5.29	7.58
-0.5	6.35	7.15
0.54	5.66	8.17
0.33	6.09	8.29
0.8	5.98	8.41
0.18	6.03	8.18
0.29	5.8	7.96
0.39	5.81	7.93
0.33	5.85	8.07
0.33	5.81	8.51
0.46	6.3	8.63
0.48	5.4	7.82
0.53	5.72	7.74
0.64	5.82	8.61
0.2	5.5	7.81
0.95	5.17	7.55
0.52	5.93	8.53
0.36	5.77	7.81
0.51	5.66	7.84
0.7	5.8	7.89
0.78	5.31	7.14
0.16	5.67	7.66
0.43	5.87	7.87
0.35	5.7	7.81
0.37	5.71	7.77
0.45	5.78	8.05
0.51	5.69	7.55
0.4	5.75	8.23
0.5	5.69	7.94
0.35	6.05	7.89
0.27	5.11	7.66
0.49	5.68	7.7
0.3	5.9	8.18
0.41	5.94	8.44
0.45	5.64	8.41
0.35	5.58	7.62
0.22	5.58	7.55
0.52	5.89	8.37
0.6	5.8	8.11
0.12	5.56	7.85
0.36	5.38	7.61
0.23	5.64	7.8
0.25	5.9	7.99
0.42	5.66	8.08
0.42	5.63	7.47
0.38	5.69	7.87
0.68	6.08	8.18
0.36	5.81	7.59
0.2	5.47	8.15
0.47	5.3	8.11
0.2	4.98	8.17
0.36	5.22	7.98
1.19	5.42	7.57
0.36	5.4	8.1
0.58	5.45	8.44
0.3	5.11	8.46
0.34	5.17	7.97
0.52	4.57	8.42
0.36	1.43	9.51
0.22	1.6	9.31
0.32	1.62	9.78
0.6	1.85	10.23
0.68	2.44	10.87
0.56	1.59	10.09
0.79	2.08	10.08
0.38	1.25	9.11
0.73	2.04	10.32
0.31	1.71	9.32
0.5	1.81	9.74
0.3	1.86	9.58
0.14	1.59	9.39
0.51	2.14	9.58
0.43	1.96	9.94
-0.11	0.78	9.33
0.49	1.9	9.78
0.44	1.64	9.7
0.25	2.01	10.26
0.39	1.65	9.74
0.36	1.8	9.46
0.08	1.52	9.43
0.29	1.73	9.75
0.32	1.66	9.31
0.15	1.42	9.78
0.47	1.86	9.79
0.27	1.6	9.53
-0.02	1.56	9.22
0.57	1.8	9.63
0.76	1.54	9.86
0.62	1.35	9.79
0.4	1.7	9.85
0.11	1.39	9.63
0.24	1.76	9.68
0.48	1.85	9.29
0.42	1.91	9.91
0.24	1.51	9.77
0.54	1.94	9.97
0.06	1.47	9.51
0.43	1.4	10.06
0.52	1.78	10.07
0.6	2.37	10.07
0.02	1.45	9.08
0.6	1.48	9.59
0.49	1.92	9.99
0.12	1.35	8.8
0.42	2.22	10.04
0.29	1.48	9.49
0.25	1.66	9.61
0.47	1.93	9.61
0.39	1.65	9.64
0.33	1.71	9.74
0.41	1.81	9.5
0.4	1.67	9.61
0.27	1.96	9.85
0.31	1.52	9.65
0.33	1.61	9.52
0.32	1.91	9.96
0.36	1.79	9.75
0.16	1.8	9.44
0.29	1.71	9.45
0.17	1.67	9.43
0.29	1.78	9.55
0.41	1.97	9.63
0.49	1.86	10.42
0.3	1.58	9.28
0.26	1.45	9.51
0.45	1.79	9.65
0.43	1.97	9.55
0.37	1.83	9.73
0.21	1.46	9.67
0.38	1.79	9.64
0.31	1.82	9.65
0.36	1.94	9.73
0.32	1.69	9.35
0.27	1.67	9.67
0.35	1.71	9.67
0.38	1.89	9.56
0.51	1.96	9.8
0.28	1.83	9.48
0.28	1.06	9.31
0.58	2.06	9.63
0.42	1.28	9.68
0.12	1.45	9.03
0.42	1.62	9.14
0.64	1.34	10.2
-0.2	2	10.26
0.06	1.82	10.02
0.26	1.6	9.59
0.35	1.22	9.42
0.47	2.02	9.51
0.17	1.98	9.85
0.31	1.4	9.43
0.32	1.53	9.51
0.55	1.14	9.94
0.2	1.65	9.55
0.53	1.53	9.32
0.36	1.31	9.43
0.54	0.42	9.37
0.29	0.88	9.89
0.28	0.66	9.75
0.15	0.48	9.53
0.33	0.4	9.72
0	0.51	9.29
0.42	0.43	9.57
0.29	0.3	10.05
0.21	0.65	9.7
0.07	0.71	9.3
0.52	0.77	10.74
0.6	0.82	10.25
0.63	0.76	9.8
0.6	0.67	9.88
0.37	0.73	10.18
0.43	0.13	9.82
2.86	0.94	11.39
-0.15	0.59	9.79
0.22	0.68	9.73
-0.04	0.59	10.15
0.29	0.67	9.56
-0.01	0.85	8.48
0.36	0.54	9.84
0.27	0.68	9.76
0.2	0.81	9.84
0.6	0.69	10.42
-0.97	0.83	10.19
0.55	0.54	9.63
0.27	0.54	9.67
0.35	0.66	10.09
0.33	0.72	9.81
0.43	0.61	10.24
0.47	0.75	9.97
0.31	0.65	10.01
0.13	0.6	9.62
0.25	0.68	9.56
0.3	0.62	9.6
0.33	0.61	9.84
0.38	0.62	9.68
0.21	0.65	9.62
0.44	0.74	9.7
0.18	0.59	9.54
0.22	0.63	9.76
0.33	0.56	9.86
0.39	0.69	9.74
0.32	0.63	9.85
0.48	0.64	9.94
0.38	0.67	10.4
0.4	0.68	9.88
0.26	0.65	9.76
0.25	0.71	9.76
0.26	0.69	9.73
0.31	0.65	9.82
0.43	0.59	9.75
0.33	0.52	9.86
0.34	0.58	9.87
0.21	0.6	9.8
0.31	0.71	9.72
0.33	0.49	9.71
0.36	0.62	9.65
0.44	0.65	9.71
0.35	0.68	9.98
0.42	0.67	9.99
0.43	0.62	10.01
0.36	0.66	9.91
0.16	0.73	9.37
0.37	0.73	10.23
0.33	0.63	9.9
0.32	0.96	9.77
0.27	0.52	9.67
0.36	0.81	10.01
0.45	0.62	9.77
0.16	0.59	9.76
0.23	0.59	9.68
0.27	0.73	9.74
0.3	0.64	9.74
0.27	0.62	9.78
0.35	0.65	10
0.49	0.65	9.57
0.65	1.08	10.79
0.43	1.05	9.77
0.49	0.59	9.7
0.09	0.67	9.62
0.45	0.9	9.75
0.42	0.6	10.21
0.69	0.25	10.03
0.36	0.83	10.23
0.07	0.72	9.51
0.32	0.68	9.22
0.09	0.91	10.02
0.5	0.94	10.65
0.1	0.68	9.44
0.46	0.77	10.27
0.26	0.7	9.79
0.3	0.8	9.79
0.34	0.68	9.81
0.38	0.58	9.99
0.44	0.82	9.89
0.23	0.45	8.48
0.43	0.78	9.9
0.32	0.09	9.79
0.3	-0.22	10.13
0.37	0.48	9.65
0.3	0.49	9.15
0.5	0.81	9.86
0.15	1.1	10.24
0.19	1.38	10
0.25	0.88	8.61
0.26	1.12	9.97
0.37	1.13	9.63
0.32	0.98	9.71
0.19	0.96	9.6
0.06	0.95	9.58
0.03	0.9	9.7
0.37	1.06	9.78
0.31	1	9.8
0.41	1.04	9.67
0.36	1.03	9.35
0.27	0.91	9.69
0.34	1.01	9.66
0.31	0.91	10.13
0.43	1.48	9.9
-0.22	1.37	8.89
0.39	2.06	9.6
2.03	-2.05	10.53
0.41	1.95	10.71
0.33	1.24	9.47
0.43	2.43	8.91
0.17	0.85	9.4
0.3	-1.71	9.64
0.07	-5.46	9.23
0.12	-3.12	9.57
0.11	-3.55	8.35
-1.28	-5.6	9.86
0.28	-2.52	9.9
0.08	-1.88	9.35
0.33	-2.73	9.74
0.49	-8.22	5.88
0.31	-1.8	9.17
-0.11	-0.64	9.32
-0.04	-3.42	10.13
0.17	-2.84	9.23
0.22	-2.99	9.88
0.12	-3.16	9.75
-0.03	-3.77	9.84
0.13	-3.01	9.48
-0.34	-3.36	8.49
0.1	-2.34	9.49
0.34	-3.44	9.48
0.22	-3.38	8.98
0	-3.84	9.56
-0.22	-3.24	9.02
-0.09	-3.31	9.19
0.08	-2.88	9.6
0.08	-2.64	9.29
0.19	-2.14	9.55
0.22	-2.66	9.14
1.45	-1.32	10.86
0.04	-2.02	9.18
0	-1.86	10.14
-0.31	-0.49	12.19
0.2	-3.06	10.12
0.01	-2.39	10.07
0.4	-1.52	10.26
0.29	-2.35	10.43
0.32	-1.96	9.22
0.15	-1.98	9.84
-0.47	-1.76	9.24
0.42	0.03	9.43
0.11	4.96	8.62
0.16	10.38	0
0.11	9.42	-0.32
-0.34	9.79	0.75
-0.03	9.77	2.17
0.33	9.18	1.04
0.6	8.62	1.95
0.03	9.86	2.06
0.15	9.47	2.43
-0.19	8.06	7.65
0.34	9.08	-1.18
0.68	7.95	-5.17
0.23	9.62	-1.14
0.21	9.53	-0.49
0.53	9.84	-0.26
-0.44	9.35	-0.25
0.19	9.94	-1.18
0.46	9.86	-1.15
0.33	9.5	-0.89
0.28	9.77	0.26
0.2	2.55	-8.96
-0.16	-2.73	-8.76
0	-5.81	-7.42
0.15	-6.49	-7.64
0.08	-5.24	-6.96
0.11	-4.4	-7.65
0.24	-6.1	-6.88
0.23	-6.2	-7.09
0.22	-5.61	-7.91
0.17	-1.83	-7.29
-0.33	-9.62	-0.78
0	-9.55	0.75
-0.7	-8.27	0.44
0.38	-8.03	-6.19
0.89	-8.99	2.53
3.67	-0.56	10.66
1.33	8.64	0.85
0.16	7.6	3.28
0.28	-6.75	9.44
-0.86	-9.64	-3.4
-1.17	-8.74	-2.6
1.42	-6.14	-4.82
1.16	-0.71	-9.83
-0.04	7.17	-7.45
2.33	7.32	-4.82
3.38	4.17	-7.6
5.92	4.16	-6.14
7.07	4.2	-7.5
6.45	5.52	-6.23
2.88	7.38	-5.67
2.39	6.94	-6.64
2.92	5.96	-8.33
4.6	5.34	-6.6
1.68	5.39	-8.13
3.61	4.77	-5.25
8.05	1.61	-2.22
10.47	1.06	-2.23
9.76	4.53	2.36
2.37	8.33	0.69
2.56	10.51	0.74
1.06	8.94	0.34
1.19	8.18	0.27
1.33	10.08	-1.12
1.96	9.82	-1.59
2.7	10.36	-0.12
0.63	9.12	-1.52
0.57	10.43	-2.5
-0.14	10.32	-2.28
0.1	9.65	-3.01
-0.12	7.87	-1.52
2.2	10.09	-2.36
-1.26	8.39	-7.35
-0.52	9.43	-3.55
-0.27	8.31	-2.69
5.43	9.53	0.52
5.38	9.75	-2.78
4.82	8.03	-1.38
4.75	9.99	-2.16
3.03	7.83	-1.88
2.77	9.62	-1.81
0.18	8.96	-1.99
4.12	9.37	4.83
0.5	7.74	2.63
0	10.1	0.53
1.46	9.73	2.37
1.31	9.04	2.96
1.48	9.67	2.36
1.78	9.27	2.1
1.93	9.74	2.3
2.3	9.41	2.86
1.16	8.92	2.24
4.13	10.03	1.89
3.29	8.85	3.67
6.53	5.27	4.18
7.99	5.15	6.97
3.61	6.07	4.57
3.12	1.08	8.12
4.87	6.35	5.79
6.44	5.81	3.99
7.31	5.4	3.03
7.11	5.41	5.5
1.85	2.84	8.91
-0.53	1.85	9.96
4.47	3.07	7.92
5.74	5.21	5.85
4.99	5.6	6.74
3.34	5.09	7.77
2.97	5.35	7.88
3.47	5.49	7.62
4.3	4.3	7.5
3.16	3.17	8.18
3.08	4.33	7.89
2.69	5.05	8.04
1.79	2.15	8.79
1.06	3.85	8.54
0.73	5.14	8.3
0.47	5.23	7.84
1.78	6.59	8.84
5.2	5.63	5.56
5.25	4.13	7.29
5.56	3.85	7.21
5.62	3.53	7.02
6.19	2.2	7.75
4.28	0.23	8.65
2.99	0.69	8.42
6.62	3.36	6.68
6.42	3.47	6.13
6.24	4.03	6.88
5.51	3.67	7.32
4.48	5.07	6.96
4.61	4.75	7.35
4.81	5.26	6.62
3.38	5	5.71
4.12	8.11	4.07
4.31	7.81	3.35
5.55	8.14	1.91
5.58	5.51	-0.7
9.1	6.61	-0.74
7.21	7.61	0.82
5.33	7.77	1.29
5.46	8.18	2.03
5.42	8.41	1.63
5.17	8.01	1.95
4.97	8.5	2.16
5.67	8.13	1.94
6.28	7.46	1.51
6.56	7.06	1.31
6.23	7.79	1.87
5.78	8.35	2.1
5.17	7.77	2.73
5.29	7.81	2.74
5.2	8.03	2.61
5.24	7.89	2.15
4.98	7.94	2.53
5.07	8.15	2.44
4.76	8.12	2.7
4.85	8.05	2.47
4.9	8.13	2.69
5.06	8.36	1.54
4.23	8.65	2.22
3.95	8.61	2.77
3.52	8.58	3.1
3.76	8.52	3.02
3.45	8.48	3.21
3.56	8.51	3.44
3.52	8.56	3.39
3.73	8.62	2.93
3.44	8.93	3
3.18	8.86	2.56
2.78	9.21	2.64
3.17	9.09	2.28
3.08	9.06	2.61
3.29	8.82	2.67
3.56	8.71	2.38
3.48	8.64	2.62
3.95	8.29	2.96
3.95	8.47	2.82
3.67	8.63	2.73
3.98	8.52	2.83
3.89	8.54	3.13
3.9	8.39	3.09
3.46	8.63	2.77
3.38	8.84	2.39
3.1	8.93	2.59
3.34	8.66	2.8
3.59	8.52	3.16
4.15	8.6	2.77
4.49	9.03	2.22
3.67	8.37	3.37
3.68	8.82	3.04
3.38	8.67	2.71
3.28	8.55	2.93
3.3	8.77	3.51
4.79	8.12	4.59
3.83	6.66	6.41
3.2	7.16	6.07
4.5	7.06	5.78
5.48	5.71	5.56
5.45	6.2	5.41
4.67	6.71	5.49
4.54	5.59	5.87
4.27	4.93	7
4.43	4.91	6.59
5.31	5.09	6.4
6.61	6.74	6.66
5.91	8.39	3.55
1.76	10.14	1.85
2.12	9.52	-0.13
2.38	8.41	-0.12
-0.54	11.06	0.72
0.64	9.74	-0.47
0.4	9.64	-1
0.31	9.56	-1.63
0.45	9.19	-2.94
0.6	7.16	-6.1
0.15	7.49	-5.74
0.23	7.59	-5.9
0.24	7.61	-5.67
0.28	7.75	-6.19
0.3	7.66	-5.74
0.29	7.66	-5.93
0.4	7.63	-5.7
0.26	7.76	-5.62
0.3	7.86	-5.65
0.38	8.27	-5.11
0.3	7.97	-5.57
0.4	7.97	-5.8
0.26	7.91	-5.58
0.32	7.96	-5.43
0.34	7.96	-5.52
0.27	7.97	-5.7
0.38	7.86	-5.57
0.49	7.24	-5.88
0.1	7.86	-5.63
0.37	7.71	-5.73
0.36	7.76	-5.65
0.49	7.63	-5.61
0.21	8.17	-5.81
0.24	7.68	-5.68
0.35	7.73	-5.66
0.28	7.35	-6.16
0.36	7.51	-6.01
0.44	7.68	-5.77
0.35	7.88	-5.52
0.4	8.2	-5.01
0.39	8.08	-5.14
0.44	8.2	-5.22
0.54	8.28	-4.47
0.49	8.91	-3.99
0.4	9.06	-3.4
0.35	8.95	-3.66
0.37	9.06	-3.39
0.43	8.83	-3.76
0.34	9.01	-3.52
0.37	9.07	-3.53
0.34	8.83	-3.67
0.39	8.91	-3.48
0.42	8.91	-3.5
0.36	8.88	-3.6
-0.25	10.04	-4.2
0.33	8.97	-3.78
0.36	8.89	-3.99
0.36	8.74	-4.25
0.38	8.75	-4.16
0.36	8.79	-4.45
0.4	8.31	-4.91
0.33	7.92	-5.61
0.29	7.56	-5.79
0.29	7.2	-6.47
0.16	0.57	-9.54
0.15	4.06	-8.92
0.2	4.05	-8.91
0.15	5.68	-7.7
0.21	5.41	-8.05
0.14	4.94	-8.15
0.32	4.61	-8.66
0.25	3.92	-8.65
0.25	4.36	-8.47
0.05	5.03	-7.92
0.17	5.02	-7.91
0.35	3.03	-9.52
0.27	4.79	-8.38
0.1	4.1	-8.45
0.09	4.95	-7.94
0.21	3.05	-9.12
0.14	3.12	-9.04
0.31	2.83	-9.11
0.32	3.51	-9.11
0.17	3.29	-9.19
0.2	2.92	-8.74
0.22	3.85	-8.9
0.21	2.94	-8.98
0.12	2.7	-9.34
0.17	3.19	-9.15
0.15	3.17	-9.12
0.13	2.85	-9.17
0.15	2.76	-9.16
-0.27	4.91	-8.08
0.16	4.23	-8.55
0.25	4.48	-8.47
0.18	3.81	-8.81
0.2	3.55	-9.02
0.25	2.84	-9.04
0.22	3.22	-8.98
0.17	2.84	-9.12
0.13	2.75	-9.2
0.09	2.26	-9.32
0.21	2.59	-9.25
0.17	2.57	-9.3
0.17	2.57	-9.26
0.19	2.45	-9.35
0.14	2.47	-9.3
0.22	2.74	-9.38
0.19	2.56	-9.48
0.28	2.56	-9.17
0.33	2.63	-9.34
0.12	2.71	-9.27
0.18	2.38	-8.93
0.2	2.6	-9.13
0.28	2.5	-9.28
0.24	2.64	-9.41
0.25	2.54	-9.33
0.23	2.51	-9.42
0.12	2.66	-9.39
0.2	2.5	-9.22
0.37	2.49	-9.09
0.2	2.54	-9.27
0.24	2.48	-9.26
0.17	2.58	-9.29
0.18	2.51	-9.29
0.2	2.68	-9.2
1.69	3.43	-8.98
2.62	2.12	-9.13
2.03	2.67	-9.12
2.29	2.51	-9.04
2.18	2.32	-9.31
2.54	1.56	-11.04
2.96	0.79	-8.58
0.39	3.18	-9.24
0.2	1.17	-9.43
-0.02	3.44	-9.41
0.28	4.17	-8.77
0.38	3.94	-8.16
0.17	3.67	-8.85
0.29	3.42	-9.33
0.3	2.47	-9.65
0.34	3.48	-8.82
0.21	3.16	-8.95
0.41	1.72	-9.76
0.37	2.44	-9.36
0.28	2.3	-9.19
0.24	2.59	-9.46
0.32	3.24	-9.22
0.31	2.05	-9.41
0.41	1.21	-9.14
0.32	3.16	-9.19
0.21	2.35	-9.6
0.11	2.61	-9.11
0.36	2.49	-9.31
0.34	2.77	-9.02
0.36	2.48	-9.27
0.22	2.91	-9.22
0.31	2.7	-9.38
0.29	3.31	-9.02
0.25	3.09	-8.92
0.27	2.49	-9.47
0.3	2.56	-9.32
0.32	2.9	-9.36
0.48	2.62	-9.44
0.44	2.49	-9.56
0.36	2.74	-9.27
0.1	2.52	-9.45
0.43	2.62	-8.94
0.27	3.13	-8.97
0.3	3.03	-9.22
0.25	3.03	-9.19
0.24	3.08	-9.4
0.16	2.76	-9.52
0.27	2.15	-9.53
0.37	2.29	-9.48
0.27	3.18	-9.17
0.14	2.61	-9.52
0.3	2.49	-9.41
0.21	2.8	-9.24
0.38	2.97	-9.41
0.3	2.93	-9.24
0.32	2.61	-9.42
0.26	2.65	-9.25
0.39	2.91	-9.2
0.35	2.49	-9.37
0.21	2.38	-9.43
0.19	2.58	-9.43
0.35	2.94	-9.2
0.39	2.6	-9.33
0.32	2.56	-9.36
0.29	2.55	-9.36
0.38	2.84	-9.14
0.29	2.94	-9.25
0	2.38	-8.72
0.32	2.84	-9.32
0.23	2.71	-9.3
0.27	2.72	-9.33
0.31	2.81	-9.28
0.39	2.42	-8.77
0.72	2.21	-8.31
0.19	2.72	-9.45
0.2	2.43	-9.14
0.3	2.87	-9.16
0.17	3.12	-9.34
0.61	2.48	-9.23
0.33	2.63	-9.24
0.33	2.79	-9.11
0.28	2.76	-9.15
0.23	2.64	-9.3
0.29	2.83	-9.3
0.29	2.77	-9.4
0.26	2.51	-9.28
0.18	2.58	-9.26
0.2	2.67	-9.23
0.19	2.84	-9.34
0.28	2.82	-9.27
0.3	2.8	-9.33
0.36	2.5	-9.4
0.27	2.88	-9.41
0.43	2.5	-9.25
0.42	2.75	-9.14
0.32	2.65	-9.74
0.43	2.83	-9.19
0.15	2.76	-9.46
0.03	2.61	-9.19
0.32	2.87	-9.17
0.04	2.77	-9.4
0.55	4.64	-8.74
0.35	2.81	-9.29
0.46	2.95	-9.13
0.65	2.08	-10.34
0.37	1.53	-9.3
0.23	3.03	-9.14
0.13	2.8	-9.55
0.35	2.27	-9.05
-0.01	3.17	-8.43
0.43	2.9	-9.18
0.32	2.75	-9.09
0.34	2.7	-9.6
0.31	2.88	-9.3
0.26	2.34	-9.39
0.15	2.41	-9.27
0.31	2.15	-9.51
0.41	2.67	-9.21
0.38	2.14	-9.41
0.31	2.36	-9.43
0.37	2.54	-9.3
0.36	2.78	-9.3
0.41	2.77	-9.14
0.36	2.69	-9.14
0.39	2.24	-9.32
0.32	3.14	-9.08
0.45	2.7	-9.05
0.18	2.14	-9.37
0.43	2.39	-9.37
0.35	2.48	-9.46
0.43	2.72	-9.44
0.4	3.03	-9.19
0.4	3.1	-9.3
0.37	3.58	-9.36
0.48	3.46	-9.12
0.45	3.2	-9.21
0.47	3.15	-9.25
0.33	3.04	-9.23
0.46	3.16	-9.19
0.41	3.09	-9.17
0.71	3.18	-9.64
0.44	3.23	-9.06
0.46	3	-9.13
0.45	3.01	-9.17
0.07	2.66	-8.98
0.49	2.42	-9.39
0.38	2.29	-9.38
0.59	1.92	-9.63
0.81	2.64	-9.61
0.27	2.43	-9.26
0.55	2.81	-9.32
0.4	3.21	-9.24
0.51	3.33	-9.23
0.47	3.15	-8.52
0.4	3.2	-9
0.44	3.26	-8.97
0.34	3.19	-9.12
0.43	2.87	-8.07
-0.91	4.62	-12.61
0.45	3.02	-9.16
0.29	3.24	-9.22
0.46	3.08	-9.58
0.74	2.7	-9.32
0.34	2.8	-9.1
0.42	2.78	-9.43
1.17	2.74	-8.48
0.47	2.89	-9.32
0.32	2.47	-9.4
0.47	2.62	-9.36
0.47	2.46	-9.24
0.46	2.59	-9.33
0.47	2.53	-9.4
0.51	2.63	-9.7
0.62	2.67	-9.48
0.4	2.71	-9.32
0.48	2.61	-9.42
0.56	3.56	-9.08
0.46	2.75	-9.27
0.52	3.06	-9.32
0.46	2.77	-9.3
0.38	2.62	-9.39
0.55	2.73	-9.51
0.54	2.49	-9.15
0.43	2.59	-9.48
0.45	2.53	-9.41
0.55	2.77	-9.35
0.49	2.89	-9.38
0.41	2.57	-9.4
0.57	3.04	-9.29
0.43	2.57	-9.29
0.44	2.93	-9.34
0.38	2.94	-9.29
0.42	2.68	-9.34
0.62	3.16	-9.24
1.41	1.9	-9.02
0.19	2.5	-9.49
0.96	1.46	-9.67
1.07	0.75	-8.86
1.14	1.09	-9.51
1.41	0.27	-10.23
0.51	4.03	-8.43
-0.46	3.15	-8.45
0.39	-1.85	-9.19
-0.54	-1.18	-9.1
0.29	7.43	-6.51
-0.2	3.92	-7.53
-0.18	6.28	-7
0.14	8.72	-4.6
0.22	7.57	-5.53
9.02	0.5	-3.4
6.95	1.08	-1.21
9.52	2.14	-2.62
7.48	4.79	0.39
10.35	-1.9	-1.08
9.41	-0.03	-0.62
9.67	-0.07	-1.49
9.73	-0.44	-2.24
9.58	-0.12	-2.23
9.67	-0.15	-1.89
12.49	-0.47	-2.91
9.55	2.09	0.58
7.9	5.66	2.32
7.8	4.33	5.37
6.58	5.54	3.76
6.3	4.89	3.6
7.89	4.45	3
8.47	5.31	0.07
7.58	3.84	-1.85
8.58	2.43	-1.78
9.14	0.95	3.7
8.42	-2.64	3.56
7.81	-2.33	4.39
-3.3	-3.37	7.42
-4.05	2.19	8.12
0.26	1.52	9.01
-0.65	0.97	9.56
-0.36	1.21	8.89
4.35	-1.78	7.89
5.74	-2.74	7.32
5.6	-2.87	6.86
5.75	-2.38	7.52
5.66	-2.54	7.45
5.47	-2.83	7.47
5.29	-3.08	7.6
5.18	-3.04	7.84
2.75	-2.62	8.15
4.8	-5.51	5.17
6.29	-6.48	-1.49
5.51	-6.22	-4.23
5.71	-5.87	-4.93
5.15	-6.44	-4.92
4.92	-6.7	-4.35
5.34	-6.86	-4.06
4.35	-6.35	-3.66
5.72	-6.95	-3.82
5.24	-6.84	-3.59
4.94	-6.92	-3.51
5.44	-7.03	-3.16
4.61	-7.77	-2.06
5.17	-8.14	-1.92
9.68	2.27	-4.44
9.08	0.07	-0.06
9.92	-1.85	-2.49
9.11	-3.38	-2.13
7.18	-4.73	-4.8
7.24	-5.6	-5.32
8.24	-3.1	-5.06
9.28	-0.91	-0.63
20.07	-1.17	1
9.71	0.09	-2.22
9.76	-0.07	-1.72
9.65	-0.37	-1.62
9.61	-0.06	-1.57
9.57	-0.14	-1.51
9.82	0.03	-1.59
9.78	0.33	-1.4
9.83	-0.22	-2
10.09	-0.74	-1.33
7.9	0.66	-2.95
9.78	-0.21	-2.42
9.79	-0.15	-2.27
9.96	-1.06	-3.3
11.4	1.15	-2.04
8.38	4.71	-3.98
8.5	6.34	-1.3
8.59	5.89	3.08
7.72	3.13	5.18
5.66	4.9	5.84
5.98	8.12	6.52
0.01	5.64	8.56
1.2	4.53	9.65
0.55	2.37	7.57
-0.42	5.65	6.59
0.02	0.04	10.06
8.5	5.23	4.92
3.91	4.74	7.1
3.02	6.15	8.04
7.74	10.46	-4.49
2.62	7.45	-5.56
6.87	7.65	-6.29
2.07	7.93	-6.32
5.51	5.53	-2.53
4.46	7.16	-5.09
3.34	5.38	-4.49
5.12	7.26	-5.51
4.2	4.16	-6.59
4.41	4.57	-9.37
3.45	7.77	-3.3
3.8	8.86	-2.07
4.15	8.37	-3.8
4.54	6.39	-6.3
5.67	4.94	-5.92
5.44	5.07	-6.88
5.17	5.94	-6.09
5.72	6.47	-5.12
4.41	7.09	-3.25
5.28	5.1	-5.95
4.57	6.35	-6.49
5.49	6.14	-5.32
4.88	6.14	-6.25
4.5	6.4	-7.01
3.56	8.11	-1.79
3.06	-2.19	-9.25
1.06	-4.22	-7.62
1.14	-3.63	-7.88
1.97	2.64	-9.52
0.42	4.94	-7.4
-0.09	6.05	-7.55
0.65	6.72	-7.19
0.54	6.13	-7.49
0.21	3.1	-8.62
0.46	5.3	-8.17
0.41	5.66	-7.98
0.5	6.03	-7.1
0.58	6.13	-7.22
0.44	6.02	-7.16
0.57	7.05	-7.09
0.17	6.62	-6.57
0.38	6.27	-7.17
0.63	6.39	-7.2
0.55	6.46	-7.38
0.6	8.41	-4.77
0.89	7.97	-7.37
0.73	6.44	-7.32
0.34	7.02	-6.72
0.5	5.29	-7.89
0.45	5.2	-7.53
0.34	5.9	-7.36
0.52	6.1	-7.71
