Gyroscope [X]	Gyroscope [Y]	Gyroscope [Z]
-1.69	0	0
-0.92	0.07	0.06
5.71	-1.29	-0.1
2.9	0.02	-0.13
2.48	0.21	0.16
-1.38	-0.85	-1
-1.06	0.32	-0.03
-2.5	0.43	-0.07
0.11	-0.25	-0.28
-2.74	0.32	-0.09
-1.52	-0.05	0.02
-3.81	0.19	0.13
1.94	0.6	-0.22
0.42	1.09	-0.46
0.18	0.61	0.3
0.2	-0.25	-0.15
-1.7	-1.42	0.31
0.71	-1.88	1.38
0.23	-0.48	0.28
-0.86	0.02	0.41
-0.5	-0.75	0.17
-0.22	-0.33	0.8
1.13	1.46	-0.09
0.07	1.27	0.34
-0.13	0.3	0.16
0.39	0.87	-1.4
-0.92	-0.61	0.01
-0.26	0.03	-0.25
0.07	0.01	-0.12
-0.26	-0.36	0.38
-0.74	-0.03	-0.1
-0.36	-0.07	0
-0.23	-0.38	0.03
-0.02	-0.19	0.02
-0.16	-0.32	0.35
0	0.17	0.23
0.15	0.21	-0.3
0.53	-0.23	-0.24
0.26	0.27	0.09
3.16	-0.33	-0.42
-1.95	0.38	0.27
-0.37	0.13	0.42
1.33	1.28	0.2
0.75	0.29	-0.14
-0.03	-0.23	-0.13
-0.06	-0.04	0.03
-0.16	-0.13	-0.11
-0.04	-0.39	-0.32
-0.59	0.15	-0.05
0.46	-0.13	-0.07
0.67	-0.27	-0.3
0.39	0.06	-0.03
-0.37	0.1	0.06
0.25	-0.03	0.03
0.01	0.07	0.07
0.03	-0.06	0.01
0.15	-0.02	0.04
0.28	-0.06	-0.03
0.63	-0.36	-0.62
0.84	-0.71	1.46
0.17	-0.65	-0.06
-1.28	-0.24	0.52
-1.14	-0.5	-0.17
-1.67	-0.71	-0.72
0.57	-0.43	-0.98
0.24	-0.51	0.39
0.24	-0.28	0.06
-0.03	-0.06	-0.01
-0.29	0.29	-0.43
-0.39	1.15	0.7
-0.44	-0.13	-0.66
1.46	-1.8	-0.56
-0.26	0.41	-0.11
-0.19	0.17	-0.02
-0.23	0.2	-0.27
0.11	0.04	-0.07
0.02	-0.22	0.05
-0.4	-0.08	0.32
-0.02	0.74	0.79
0.07	-0.1	-0.3
-0.18	0.29	-0.09
0.27	-0.14	0.34
0.5	0.33	-0.73
-0.12	0.72	0.23
0.08	-0.11	-0.09
0.14	-0.53	0.45
0.32	-0.48	0.61
-0.07	0.45	0.9
0.14	-0.01	0.17
-0.1	-0.06	0.08
0.06	0.18	0.52
0.59	0.37	0.26
0.44	-1.04	-0.49
-0.16	0.03	-0.16
0	0.09	-0.06
-0.06	0.13	-0.09
-0.23	-0.09	-0.45
-0.56	0.12	-0.3
0.34	0.2	0.22
0.37	0.27	0.24
0.85	-1.45	-1.33
0.18	-0.71	-0.96
0.42	-0.25	0.62
0.8	-0.48	0.41
1.39	-0.24	0.38
-0.32	-0.08	-0.43
-0.53	-0.37	-0.53
-0.03	0.2	-0.04
0.07	-0.01	-0.03
0.06	-0.17	-0.04
0.05	0.05	-0.05
0.04	0.01	0.07
0.11	-0.18	0.37
-0.14	-0.09	0.07
-0.14	-0.05	0.03
0.06	0	-0.22
0.04	0.2	0.17
0.05	0.12	0.01
0.03	-0.19	-0.05
0.06	0.02	0.05
-0.02	-0.07	0.05
-0.01	-0.05	-0.02
0.05	0.09	-0.06
-0.03	0.18	0.04
-0.02	-0.03	0.02
0.06	0.02	0.02
-0.09	-0.16	-0.08
-0.08	0.22	-0.07
0.01	-0.01	-0.04
0.02	0.01	-0.08
0.01	0.1	0.04
-0.08	0.11	-0.03
-0.04	0.01	0.05
0.06	-0.08	-0.06
0.06	-0.08	-0.04
0.09	0.11	-0.02
0.07	0.21	0
0.05	0.03	0.04
-0.02	0.02	0.08
-0.04	0.07	0.04
0.06	0.18	0.1
0.05	0.12	0.1
0.02	0.22	0.16
-0.17	0.37	-0.02
-0.1	-0.07	-0.1
-0.1	-0.08	0.04
0	0.03	0.03
0.03	0.05	0.05
0.06	0.1	0.02
0.13	0.07	-0.11
0.02	-0.09	-0.06
-0.02	-0.03	-0.04
-0.03	-0.07	-0.05
0.01	0.04	0.06
0.06	0.5	0.22
-0.17	0.34	-0.3
0	0.22	0.01
0.09	0.04	0.05
0.01	-0.1	0.05
-0.03	-0.11	-0.04
-0.22	-0.34	-0.19
-0.61	0.26	0.29
0.34	-0.07	-0.53
0.24	0.06	-0.01
-0.17	-0.25	0.4
-0.1	-0.14	-0.25
0.05	-0.22	0.02
0.11	0.17	0.01
-0.33	0.4	0.39
0.44	0.39	0.42
0.37	0.07	0.45
0.22	-0.19	0.06
0.29	-1.13	-1.21
0.9	0.08	0.52
0.62	-0.08	-0.79
0.35	-0.01	-0.03
-0.03	-0.52	-0.11
-2.22	-0.87	-0.26
1.63	-0.02	0.01
0.16	-0.01	-0.02
0.35	-0.01	-0.01
0.96	-0.02	-0.03
0.71	-0.04	0.08
0.02	-0.01	0.01
-0.1	0.05	-0.11
0.02	-0.1	0.05
0	0.05	-0.08
-0.04	0.02	-0.02
-0.02	-0.03	-0.01
-0.01	0.06	0.01
0.03	0.01	0.02
-0.1	0.04	-0.03
-0.21	0.13	-0.1
0.01	-0.01	-0.01
-0.01	0	0.02
-0.02	-0.01	-0.04
0.02	-0.05	0.03
-0.01	0	0
-0.05	-0.05	-0.02
-0.01	0	0.01
0.02	-0.04	0.02
-0.06	-0.05	-0.01
-0.1	0.05	-0.1
0.02	-0.01	0.01
0.2	-0.27	0.26
0.05	-0.04	0.02
0.04	0.07	-0.04
0.02	0.01	-0.01
0.06	0.02	-0.01
-0.03	0.05	-0.04
-0.07	0.01	0.04
-0.16	0.1	-0.09
-0.03	0.1	-0.05
0	-0.01	0
-0.29	0.43	-0.25
0.02	0	0.01
-0.07	0.22	-0.09
-0.2	0.16	-0.11
0.02	0.01	0.01
0.02	0	0
0	0	0
0.04	0	0
-0.04	0	0
-0.05	0	0
0.01	0	0
0.01	-0.01	-0.01
0.06	0	0
0.09	-0.02	-0.05
-0.01	0	0
0.14	-0.01	-0.01
-0.05	0	0
0	0	0
-0.12	0	0
-0.04	0	0
0.35	0	0.01
-0.1	0	0
0.57	-0.05	-0.03
-0.35	0	0
-0.23	0	0
0.2	-0.01	0
-0.37	0	0
-0.59	0.01	-0.01
0.44	0	0.01
-0.04	-0.01	-0.01
-0.3	0	0
-0.17	0.01	0
0.31	-0.01	0
-0.41	0	0
-1.15	0.02	0
0.18	0.01	0
-0.11	-0.01	-0.01
0.57	0	0.01
0.1	-0.01	0
-0.06	0	0
0.63	-0.01	0
0.23	-0.01	0
-0.21	0	0
0.02	0	0
0.24	0	0
-0.45	0	0
0.66	-0.01	0
0.37	0	0
-0.29	0	0
0.48	-0.01	0
0.05	0	0
-0.13	0.08	-0.14
-0.03	-0.01	0
-0.18	0	0
0.64	-0.01	0
-0.51	0	0
0.67	-0.01	0
0.18	-0.01	0
0.21	0	0
-0.14	0	0
0.18	0	0
0.09	0	0
0.04	0	0
0.04	0	0
0.1	0	0
-0.09	0	0
-0.07	0	0
-0.03	0	0
-0.02	-0.01	0
0.01	0	0
0.13	0	0
-0.12	0	0
-0.09	0	0
0.18	0	0
0.11	-0.01	0
0	0	0
-0.02	0	0
0	0	0
0	0	0
0.05	-0.01	0
0.09	0	0
0.01	0	0
0.03	0	0
-0.05	0	0
-0.07	0	0
-0.77	0.4	0.7
-0.24	0	0.07
-0.1	-0.02	0.04
0.23	0.02	-0.13
0.12	-0.02	-0.07
0.39	0.12	-0.09
-0.66	-0.67	-0.28
-1.55	0.06	0.01
0.48	-0.02	0
-1.14	0.09	-0.17
1.79	-0.06	-0.01
0.46	-0.01	0
0	0	0
0.07	0	0
0.06	0	0
0.13	-0.01	0
-0.14	0	0
0.15	-0.22	0.63
0.12	0.02	0.01
-0.11	-0.01	0
-0.02	0	0
0.95	-0.01	0
0.88	0.03	0.01
-0.25	0	0
-0.22	0.01	0
0.17	0	0
-0.02	0	0
0.33	0.03	0.01
0.12	-0.01	-0.01
0.22	0	0
0.08	0	0
0	0	0
-0.15	0	0
0.02	0	0
-0.11	-0.01	0
-0.01	0	0
-0.03	0.01	0
0.08	0.01	0
-0.16	-0.01	-0.01
0.14	0	0
-0.07	-0.01	-0.01
0.08	0	0
-0.48	0	0
-0.41	0.02	0
-0.07	0	0
0.11	0	0
0.32	-0.02	0
-0.25	-0.02	-0.01
-0.27	-0.02	0
-0.02	0.01	0
0.39	0.03	0.01
-0.14	0	0
0.09	0	0
-0.2	0	0
-0.09	-0.01	0
-0.14	-0.01	0
0.01	-0.01	0
-0.1	0.01	0
-0.17	-0.01	0
-0.1	0	0
0.33	0	0
-0.1	0	0
0	-0.01	0
0.08	0.01	0
0	0	0
-0.14	0.01	0
-0.01	0	0
-0.03	-0.01	0
0.03	0.01	0
0.02	0	0
-0.04	0	0
-0.06	0	0
0.19	0.01	0
-0.2	0.02	-0.01
-0.04	-0.01	0
0.02	-0.01	0
-0.15	0.01	0
0.15	0	0
0.16	0.03	0.01
0.12	0	0
-0.13	-0.01	0
-0.04	0.01	0
-0.03	-0.01	0
0.05	0	0
0.13	0	0
0.04	0	0
0	0	0
0.1	0.01	0
0.11	-0.01	0
0.02	0	0
-0.01	0	0
0.07	0	0
-0.08	0.01	0
0.17	0	0
-0.09	0	0
-0.01	0.01	0
0.23	0	0
0.06	0	0
0.02	-0.01	0
0.13	0	0
-0.58	0.11	-0.26
0.34	0	0
-0.43	0.02	0
-0.4	0.01	0
0.22	0.01	0.04
-0.33	-0.07	0.19
-0.15	0.17	-0.46
0.01	0.01	0
-0.3	0.01	0
0.21	-0.03	-0.02
0.06	0.01	0
0.06	-0.01	0.05
-0.03	0.01	0
0.07	0	0.03
0.24	0.02	0.01
-0.02	-0.01	0
0.01	0	0
-0.11	0	0
-0.1	-0.01	0.02
-0.05	-0.01	0
0.02	0	0
0.03	0	0
-0.53	0.05	-0.18
0.06	-0.01	0.01
-0.04	0	0
0.36	0.02	-0.02
-0.2	0	0
0.13	-0.01	0
0.05	-0.01	0
-0.02	0.01	0
-0.28	-0.01	0.01
-0.01	-0.01	0
0.01	0	0
-0.14	-0.01	0
0.09	0	-0.02
0.07	-0.01	0
-0.02	0.01	0.01
0.1	-0.01	0
-0.1	0.01	0
0.11	0	0
0.17	-0.03	-0.01
-0.02	0	0
0.09	-0.01	0
-0.05	0.03	0.01
0.21	-0.06	0.16
-0.06	-0.01	-0.01
-0.03	-0.15	0.41
-0.02	0	0
0.13	-0.01	0
-0.14	-0.02	-0.01
-0.38	0.09	-0.21
0.08	-0.01	0
-0.1	0	0
-0.1	-0.06	-0.02
0.07	-0.01	0
0.01	0	0
0.01	0	0
0.08	-0.04	-0.01
0.14	-0.03	-0.01
-0.45	0.04	0.01
-0.16	0.01	0
-0.14	0.04	-0.08
-0.23	0.03	0
0.03	-0.02	-0.01
-0.03	0	0
-0.08	0.02	0
-0.13	0.02	0.02
-0.17	-0.03	0.2
0.04	-0.01	0
-0.07	0	0
-0.02	0	0
-0.05	0.01	0
0.14	0.02	0
-0.01	0	0
-0.12	0.04	-0.02
0.01	0.03	0.01
0.27	-0.01	0
0.02	-0.07	0.22
-0.1	0	0
-0.01	0.01	0
0.09	-0.01	0
0.02	0	0
-0.06	-0.01	0
0.15	-0.01	0
0.03	-0.01	0
0.03	0.01	0
-0.08	0.01	0
-0.19	-0.01	0
-0.05	0	0
-0.14	0	0
0.05	-0.01	0
0.13	-0.01	0
0.06	-0.01	0
0.06	-0.02	0
-0.34	-0.06	0.32
0.19	0	0.27
0.09	-0.05	-0.15
0.21	0.1	-0.27
0.27	0.29	0.44
-0.17	-1.15	-1.67
-0.14	-0.02	0.03
0.16	0.15	-0.61
0.23	0.05	-0.22
-1.05	-0.08	0.38
-1.2	-0.42	0.45
0.77	0.02	-0.02
-1.41	-0.78	0.92
-0.14	0.01	0
-0.33	0.17	-0.12
1.11	1.42	-0.11
0.39	0.38	0.24
-0.95	-0.66	-0.3
-1.68	-0.9	0.5
1.36	-1.42	-1.45
0.03	0.39	0
0.01	0.1	-0.06
-0.01	-0.08	-0.06
0	0.01	0
0.06	-0.03	-0.04
-1.14	0.13	-0.15
-1.71	-0.02	-0.59
-1.34	-0.56	-0.68
0.71	0.01	-0.04
0.62	0.16	0.1
-0.36	-0.04	-0.04
0.09	-0.25	0.14
1.51	0.61	0.21
0.43	-0.35	0.1
-0.32	-0.05	-0.17
-0.24	1.78	3.01
0.12	0.25	-0.01
0.19	0.56	0
2.31	2.78	-0.2
-1.78	-4.01	-1.11
0.13	-0.21	-0.22
-0.4	0.14	-0.13
-0.29	-0.17	0.01
-0.28	-0.69	-0.24
-0.03	-0.09	0.12
0.04	-0.01	-0.1
0	-0.07	0.06
0.04	0.03	0.09
-0.18	-0.1	0.28
-0.03	-0.01	-0.08
0.05	-0.05	0.01
-1.29	-0.24	0.27
-0.49	-0.32	0.06
-1.51	0.61	0.33
-0.27	-0.12	0.03
-0.21	0.07	0
0.14	-0.02	0.02
0.11	0.06	0.07
-0.34	0.24	0.02
-0.09	-0.12	-0.05
0.22	-0.21	-0.1
0	-0.12	-0.03
-0.02	0.05	0.04
0.23	0.13	0.04
0.08	-0.08	-0.08
-0.78	0.32	-0.22
-3.91	1.57	0.08
0.33	-0.1	-0.07
-0.31	0.72	0.2
-0.65	-0.03	0.03
0.29	-0.2	-0.1
-0.28	-0.08	-0.17
1.19	-1.83	-0.27
0.33	-1.06	-0.7
-0.06	0.38	0.29
-0.01	-0.16	-0.05
0	0.02	-0.06
0.01	0.13	-0.03
0	0.04	-0.03
0.01	0.13	0.02
0	0.03	0
0.01	0.03	-0.03
0.04	-0.27	-0.1
-0.5	-0.62	-0.03
0.78	0.32	0.34
0.12	-0.1	-0.49
-0.33	-0.12	-0.07
-0.13	0.15	0.22
0.64	-2.12	-1.65
-0.65	0.65	-0.28
-0.36	-0.17	-0.29
-0.22	0.81	-0.16
-1.04	0.44	-0.09
-0.26	0.09	-0.23
-2.87	-0.24	-2.16
-0.04	-0.2	-0.45
0.15	0.17	0.26
-0.61	0.11	0.14
1.2	0.53	-0.17
-0.17	1.16	0.08
1.33	-2.13	0.12
1.69	1.65	0.79
0.26	0.5	0.05
0.03	0.93	-0.47
0.12	-0.15	-1.03
-0.25	-1.88	1.86
-0.07	0	-0.02
-0.13	-0.5	1.11
-0.29	-0.31	-0.05
-1.14	0.22	2.07
1.11	-0.14	-0.15
-0.14	0.17	0.22
-0.23	-0.18	-0.16
-2.07	-0.37	-0.54
0.67	-0.77	0.27
0.19	0.15	-0.05
1.99	1.6	-0.98
-0.7	-0.67	0.51
-0.33	-0.2	0.24
-0.83	-0.69	0.5
0.54	0.88	-0.45
0.89	-0.11	-0.25
0.12	0.11	-0.3
-0.27	-0.63	0.26
-0.14	-0.04	-0.14
0.37	-0.2	0.11
0.4	-0.23	0.03
2.38	-0.05	0.15
-0.09	-0.1	0.39
1.47	-0.81	-0.1
-1.34	0.96	-3.67
-2.57	-0.18	0.2
-0.02	-0.16	-0.19
-0.74	0.02	0
0.02	0	0
-0.35	0	0
0.03	0	0
-0.28	0.01	0
0.11	-0.02	-0.01
0.05	-0.01	-0.01
0.22	-0.01	-0.01
0.26	0	0
-0.23	0	0
-0.04	0	0
0.09	0	0
0.29	0	0
-0.34	0.01	0.01
0.42	-0.01	0
-0.2	0	0
-0.21	0.01	0
0.13	0	0
0.81	-0.01	0
-0.14	-0.01	0
0.1	-0.01	0
0.06	-0.01	0.03
0.18	0	0
-0.11	0.01	0.03
0.58	0	0
-0.03	-0.01	0
0.03	0.01	0
-0.13	0.01	0.01
-0.32	0	0
0.1	0	0
-0.07	0	0
-0.15	0.01	0.01
0.29	-0.01	0
-0.19	0	0
0.03	0	0
-0.07	-0.02	0.01
-0.05	0	0
-1.28	-0.66	0.7
0.7	0.04	-0.03
-0.27	-0.01	0.01
-0.84	0.01	0
-0.1	0.01	0
-0.01	0.01	0.02
-0.03	0	0
0.32	-0.01	0
0.66	-0.02	0
0.11	-0.01	-0.01
-0.03	0.02	0.01
0.11	-0.01	0
-0.1	-0.01	0
-0.13	0	0
0.23	-0.1	0.16
