Linear Accel. [X]	Linear Accel. [Y]	Linear Accel. [Z]
-0.04	-0.25	-0.06
0.1	0.07	0.18
0	-0.23	-0.04
0	-0.53	0
-0.05	-0.32	0
-0.01	-0.13	-0.07
0	-0.31	-0.08
0.04	-0.21	0.08
-0.02	-0.39	0.04
0.11	-0.24	0
0.06	-0.15	0.51
-0.07	-0.44	0.19
-0.12	-0.58	-0.13
0.07	-0.39	-0.05
-0.28	-0.82	-0.76
-0.03	-0.34	0.06
0	-0.39	0.1
0.03	-0.11	0
0	-0.27	-0.04
0.02	-0.07	-0.1
0.1	-0.43	0.14
0.17	0.12	-0.06
0.88	1.66	-0.6
0.05	-0.16	0.05
0.03	-0.14	0.17
0	-0.39	-0.02
0	-0.21	0.07
0.01	-0.42	0.09
0.04	-0.14	0.12
0.03	-0.28	0.05
0.04	-0.33	0.05
0.02	-0.14	0.03
0.03	-0.23	0.08
-0.02	-0.45	0.11
0.12	-0.26	0.02
0.14	0.12	-0.05
-0.03	-0.15	-0.02
0	-0.23	0.08
0.66	0.27	-0.03
0.37	0.41	-0.13
-0.1	0.16	-0.11
0.89	0.07	-0.26
-0.48	-0.1	-0.13
0	-0.2	0.25
-0.3	-0.02	-0.22
-0.26	-0.26	-0.13
-0.27	-0.93	-0.01
0.1	0	-0.26
0.03	-0.41	0.03
0.04	-0.38	-0.08
0.27	-0.14	-0.13
-0.06	-0.19	0
-0.16	0.15	-0.27
0.01	-0.21	0.02
-0.16	-0.08	-0.03
0.53	-1.23	-0.27
0.05	-0.34	-0.11
0.33	-0.01	-0.24
0	-0.18	-0.18
0.23	-0.46	0
-0.17	-0.41	-0.07
-0.03	-0.71	0.01
0.17	-0.4	0.02
0.23	-0.26	-0.03
-0.23	-0.58	0.02
0.04	0.05	-0.07
0.29	0.17	-0.13
0.13	0.34	-0.11
0.04	-0.29	0
0.05	-0.27	-0.14
0	-0.37	0.04
-0.15	-0.45	-0.19
-0.15	0.03	-0.21
0.01	-0.11	-0.26
-0.06	-0.26	-0.17
-0.06	0.04	-0.28
-0.06	-0.23	0.02
0.18	-0.09	0.09
-0.27	-0.48	-0.16
0.14	1.89	0.24
0	-0.37	0.68
0.17	-0.19	0.29
-0.19	-0.17	0.08
0.14	0.03	0.19
-0.04	-0.09	0.11
-0.06	-0.48	-0.25
-0.17	-0.12	-0.03
-0.07	-0.3	-0.07
0.04	-0.21	0.1
-0.1	-0.1	-0.02
0.06	0.02	-0.09
-0.11	-0.22	-0.03
-0.04	-0.07	-0.2
-0.06	-0.1	0.04
0	0.2	0.1
0.01	0.07	0.12
0	0.03	0.01
0.01	0.22	0.02
0.04	-0.13	-0.2
-0.03	-0.12	-0.17
0	-0.1	0
0.04	-0.26	-0.03
-0.28	-0.2	-0.19
-0.05	-0.01	0
0.2	0.44	0.31
0.06	0.24	0.06
-0.04	-0.19	-0.16
0.16	0.58	0.16
0.08	0.45	0.21
-0.11	-0.22	-0.25
-0.08	0.09	-0.04
-0.08	-0.34	-0.38
0.01	-0.04	-0.06
0	0.02	0.07
0	-0.01	0.02
0.05	0.13	0.02
0.15	0.4	0.31
0.01	-0.31	-0.32
0.27	0.28	0.09
-0.18	0.09	-0.02
-0.08	0.31	0.17
-0.08	-0.24	-0.2
-0.25	-0.26	-0.22
0.03	-0.14	-0.1
-0.11	-0.13	-0.25
0.25	0.16	-0.07
-0.03	0.02	0
0.15	0.09	0.05
-0.1	-0.08	-0.2
0.05	-0.2	-0.2
0.14	-0.28	-0.04
-0.14	0.3	0.06
0.02	0.05	0.03
-0.07	0.27	0.16
-0.27	0.07	-0.03
0.26	0.06	0
0.07	0.09	0
-0.08	0.25	0.06
0.04	0.08	-0.01
-1.1	-0.77	-0.77
0.05	-0.09	-0.11
0.04	-0.15	0.06
-0.05	-0.02	-0.24
0.07	-0.14	-0.27
0.01	0.16	0.07
-0.05	-0.21	-0.35
0	-0.17	-0.2
-0.08	-0.02	-0.1
0.02	0.34	-0.18
0.19	0.37	0.14
0.02	0.73	-0.3
0	-0.03	-0.38
-0.09	-0.34	-0.21
0.05	0.35	-0.08
-0.1	0.31	0.02
0.34	0.37	-0.05
-0.19	-0.48	-0.23
0.3	0.01	-0.34
-0.03	-0.01	-0.3
0.08	0.1	-0.36
0.29	0.76	0.07
-0.13	-0.91	-0.79
-0.1	-0.41	-0.08
0.03	0.67	0.29
-0.11	-0.47	-0.27
-0.1	0	-0.19
-0.12	-0.35	-0.37
0.18	0.21	-0.08
0.07	0.17	-0.25
0	-0.37	0.09
0.22	0.25	0.02
0.19	-0.23	0.04
-0.07	0.77	0.66
0.14	0.28	0.06
0.05	0	-0.34
-0.09	-0.37	-0.32
0.15	0.8	-0.2
0.32	0.16	-0.1
0.05	0	-0.41
0.07	0.24	-0.25
0	0.18	-0.04
0.2	0.08	0.12
0.04	0.38	0.01
-0.02	-0.48	0.25
0.08	0.66	0.43
0.24	0.81	0.43
0.02	0.09	-0.33
0.14	0.17	-0.03
0.02	-0.07	-0.01
-0.05	0	-0.41
0	-0.21	-0.23
-0.06	-0.37	-0.41
-0.16	0.23	-0.05
0.11	-0.09	-0.24
0.02	-0.08	-0.02
-0.04	0	-0.28
-0.09	-0.15	-0.09
-0.01	-0.04	0.08
0.17	0.02	0.16
-0.03	-0.07	0
0.05	0.03	-0.19
0	-0.23	-0.46
0.03	-0.04	-0.57
-0.02	-0.34	-0.11
0.26	0.19	0.18
0.12	-0.38	-0.42
-0.01	-0.21	-0.62
-0.02	-0.25	-0.15
0	-0.2	-0.3
0.12	0.56	0.54
0.18	0.54	0.25
0.15	-0.04	0.01
0.07	-0.06	-0.29
0.02	-0.15	-0.21
-0.12	0.15	-0.25
0.01	0.11	0.11
0.24	-0.19	-0.57
-0.14	-0.22	-0.2
0	0	-0.1
0.03	0	-0.2
-0.11	0.07	-0.18
-0.05	-0.19	-0.45
-0.08	-0.24	-0.3
0	-0.05	-0.13
0.12	0.13	0.05
0.03	0.15	-0.25
0.1	-0.37	-0.6
0.2	0.97	0.89
-0.53	-0.76	-1
-0.35	-0.23	-0.57
0.24	0.17	0.08
-0.12	-0.32	-0.43
-0.31	-0.17	-0.58
0.11	0.51	-0.02
-0.04	0.14	0.03
-0.01	-0.13	-0.26
0	0.31	-0.2
0.02	0.03	-0.13
-0.05	-0.21	-0.18
0.01	0.02	-0.02
0.09	0.21	-0.36
-0.11	-0.18	0.05
0.08	-0.29	-0.35
0.04	0.37	-0.32
0.23	-0.16	-0.41
-0.02	-0.35	-0.37
-0.07	-0.25	-0.13
0.19	0.14	0.06
-0.21	0.28	0.05
-0.18	-0.26	-0.55
-0.02	0.4	0.09
-0.34	-0.05	-0.19
0.13	0.08	0.06
-0.3	-0.36	-0.41
-0.88	0.57	-0.76
0.15	-0.05	0.21
-0.05	0.37	0.34
0.41	0.27	0.45
-0.18	0.32	0.22
-0.06	0.07	0.01
0.02	0.07	-0.01
-0.05	0.13	0.12
-0.08	0.16	0.51
0.03	0.6	0.66
0.06	-0.27	-0.15
0.15	0.12	-0.29
0.02	0.31	0.43
-0.2	-0.03	-0.26
0.56	-0.5	-0.42
0.14	0.28	0.52
-0.02	0.11	-0.18
0.1	0.04	-0.17
0.26	0.17	-0.11
0.76	-0.2	-0.61
-0.14	-0.23	-0.35
-0.01	0.16	-0.09
-0.01	-0.02	-0.12
0	-0.01	-0.17
0.04	0.06	0.09
0.13	-0.02	-0.39
0.02	0.05	0.26
0.11	0	-0.03
-0.03	0.33	-0.06
-0.11	-0.55	-0.32
0.09	-0.02	-0.25
-0.08	0.22	0.19
0.11	0.2	0.21
0.05	0.12	0.32
-0.02	-0.04	-0.38
-0.15	-0.01	-0.49
0.15	0.27	0.34
0.03	-0.14	-0.15
-0.24	0	-0.2
0	-0.22	-0.41
-0.14	0.03	-0.23
-0.12	0.28	-0.03
0.05	0.01	0.08
0.05	-0.04	-0.51
0.01	0	-0.09
0.3	0.41	0.19
-0.04	0.19	-0.43
-0.26	-0.16	-0.02
0.16	0.14	0.23
-0.16	-0.26	-0.09
0	-0.1	-0.23
0.82	0.1	-0.66
0	0.13	-0.15
0.14	0.16	0.29
-0.07	-0.09	0.16
-0.02	-0.06	-0.3
0.18	0.11	-0.3
-0.01	-0.06	-0.17
-0.17	-0.18	-0.38
0.17	0.38	0.19
0.22	0.26	0.56
0.3	0.8	1.21
0.17	0.05	0.41
0.41	0.44	0.42
0	-0.27	-0.55
0.21	0.5	0.43
-0.06	0.13	-0.35
0.1	0.25	0.06
-0.08	0.26	-0.07
-0.24	-0.07	-0.25
0.09	0.56	-0.08
0.01	0.36	0.28
-0.54	-0.66	-0.35
0.09	0.26	0.12
0.04	0.02	0.04
-0.14	0.34	0.61
0	-0.02	0.09
-0.04	0.12	-0.18
-0.32	-0.11	-0.22
-0.11	0.08	0.09
-0.07	0	-0.24
-0.25	-0.19	0.12
0.08	0.17	0.14
-0.12	-0.08	-0.11
-0.35	0	-0.42
0.17	0.13	-0.01
0.35	-0.07	0.19
0.21	-0.26	0.13
0	0.03	0.2
-0.27	-0.27	-0.01
-0.14	0.05	0.04
0.1	0.15	-0.35
0.04	0.25	0.26
-0.13	-0.14	0.11
0.16	0.3	0.31
-0.3	-0.2	-0.14
0.07	-0.25	0.4
0.19	0.04	0.26
0.23	0.48	0.2
-0.35	-0.21	-0.57
0.22	-0.16	-0.06
0.12	0.26	0.33
-0.23	-0.31	-0.85
0.05	0.55	0.38
-0.06	-0.17	-0.16
-0.1	0	-0.03
0.11	0.22	-0.03
0.04	-0.02	0
-0.01	0.01	0.09
0.06	0.1	-0.14
0.05	-0.02	-0.03
-0.06	0.24	0.2
-0.02	-0.18	0
0	-0.1	-0.12
-0.01	0.2	0.31
0.08	0.15	0.06
-0.18	0.09	-0.21
-0.05	0.01	-0.19
-0.17	-0.01	-0.22
-0.05	0.08	-0.1
0.06	0.26	-0.01
0.12	0.2	0.76
-0.05	-0.07	-0.37
-0.11	-0.17	-0.15
0.08	0.15	0
0.07	0.3	-0.1
0.01	0.16	0.08
-0.13	-0.18	0.02
0.02	0.12	-0.01
-0.04	0.15	0
0	0.27	0.07
-0.04	0.03	-0.29
-0.09	0.01	0.02
-0.01	0.07	0
0.02	0.24	-0.09
0.14	0.23	0.14
-0.09	0.2	-0.17
-0.09	-0.53	-0.35
0.21	0.38	-0.01
0.08	-0.42	0.13
-0.23	-0.22	-0.61
0.04	-0.02	-0.51
0.24	-0.25	0.53
-0.59	0.36	0.6
-0.32	0.19	0.36
-0.1	0.02	-0.07
-0.01	-0.31	-0.25
0.1	0.44	-0.15
-0.2	0.41	0.18
-0.08	-0.04	-0.25
-0.05	0.1	-0.17
0.15	-0.13	0.22
-0.19	0.26	-0.14
0.15	0.27	-0.39
-0.03	0.12	-0.29
0.19	-0.07	-0.41
-0.11	0.26	-0.44
-0.06	0.19	-0.03
-0.22	0.18	-0.25
-0.05	0.07	-0.07
-0.33	0.16	-0.49
0.06	0.09	-0.21
-0.07	0.02	0.25
-0.13	0.24	-0.08
-0.3	0.23	-0.48
0.14	0.15	0.96
0.2	0.26	0.47
0.26	0.14	0.02
0.24	0.1	0.1
-0.02	0.22	0.4
0.05	-0.21	0.03
2.5	0.32	1.61
-0.46	0.12	0
-0.08	0.19	-0.1
-0.35	0.03	0.37
-0.01	0.08	-0.21
-0.31	0.18	-1.29
0.02	0.06	-0.04
-0.04	0.09	0.02
-0.11	0.26	0.05
0.27	0.13	0.64
-1.28	0.41	0.39
0.22	0.05	-0.15
-0.05	0.04	-0.11
0.02	0.12	0.3
0.01	0.17	0.02
0.1	0.08	0.45
0.14	0.2	0.18
-0.01	0.12	0.22
-0.2	0.1	-0.16
-0.07	0.14	-0.22
0	0.05	-0.17
0	0.1	0.05
0.05	0.08	-0.09
-0.1	0.08	-0.16
0.11	0.15	-0.07
0.1	0	0.11
-0.09	0.07	-0.02
0.02	-0.01	0.07
0.07	0.08	-0.03
0	0.04	0.07
0.16	0.06	0.15
0	0.09	0.39
0.08	0.09	0.09
-0.05	0.06	-0.02
-0.05	0.1	-0.02
-0.05	0.08	-0.04
-0.03	0.03	0.14
0.12	0.01	-0.02
0.02	-0.03	0.08
0.03	-0.01	0.09
-0.09	0	0.02
0	0.03	-0.05
0.01	-0.09	0.02
0.05	0.03	-0.12
0.19	0.17	0.22
0.04	0.09	0.2
0.1	0.09	0.2
0.11	0.05	0.22
0.02	0.1	0.02
-0.18	0.11	0.07
0	0.06	-0.59
0.02	0.06	0.11
0.02	0.38	0
-0.14	0.15	-0.44
0.05	0.26	0.22
0.13	0.09	-0.01
-0.15	0.04	-0.02
-0.08	0.08	-0.1
-0.04	0.18	-0.03
0	0.1	-0.04
-0.04	0.07	0
0.04	0.09	0.21
0.16	0.05	-0.2
0.29	0.31	1.02
0.1	0.28	0
0.14	0.08	0.64
0.52	0.47	0.68
0.09	0.16	-0.02
0.05	0.03	0.43
0.36	-0.18	0.24
0.07	0.24	-0.12
-0.26	0.15	-0.26
-0.03	0.13	-0.55
-0.27	0.21	0.25
0.13	0.32	0.87
-0.23	0.07	-0.33
0.12	0.21	0.48
-0.01	0.14	-0.03
-0.03	0.17	0.01
0.01	0.05	0.03
0.04	-0.03	0.21
0.11	0.15	0.11
-0.1	-0.22	-1.28
0.1	0.14	0.13
-0.02	-0.01	-0.03
-0.02	-0.13	0.33
0.05	0.1	-0.13
-0.02	0.11	-0.63
0.17	-0.11	0.1
-0.17	0.14	0.49
-0.14	0.31	0.25
-0.06	-0.07	-1.13
0	0.06	0.19
0.03	0.07	-0.1
0	0	-0.03
-0.13	-0.01	-0.14
-0.37	-0.05	-0.11
-0.29	-0.06	-0.04
0.04	0.07	0.02
-0.01	0.03	0.05
0.15	0.06	-0.11
0.02	0.04	-0.39
-0.05	0	-0.05
0.01	0.08	-0.09
-0.07	0.04	0.2
0.11	0.32	0.16
-0.28	0.22	-0.97
0.08	0.23	-0.02
1.71	-2.74	0.75
0.08	0.51	1.02
0.02	-0.85	-0.09
0.13	0.17	-0.61
-0.17	0.02	-0.36
0.01	0.06	0
-0.16	-2.32	-0.04
-0.12	-0.14	0.23
-0.12	-0.42	-0.93
-1.51	-2.24	0.65
0.04	0.09	0.45
-0.14	0.91	-0.03
0.09	0.06	0.34
0.31	-2.75	-2.25
-0.8	0.85	-1.18
-0.34	1.74	-0.18
-0.3	-0.14	0.89
-0.06	0.14	-0.1
0	0	0.54
-0.12	-0.05	0.45
-0.28	-0.42	0.63
-0.11	0.12	0.2
-0.47	-0.05	-0.53
-0.12	0.15	0.01
0.09	-0.18	0.24
0.02	0.32	-0.08
-0.19	-0.18	0.46
-0.38	0.87	0.13
-0.26	0.24	0.05
-0.11	0.1	0.27
-0.09	0.44	-0.28
0.01	0.33	0.06
0.04	0.09	-0.25
1.25	0.87	1.3
-0.13	0.32	-0.21
-0.18	0.42	0.19
-0.56	1.97	2.7
0	-0.56	0.64
-0.19	0.03	0.57
0.16	0.7	0.71
0.09	-0.09	0.89
0.11	-0.02	-0.38
-0.05	0.14	0.27
-0.68	0.5	-0.28
0.13	0.03	-0.37
-0.14	0.28	0.01
0.03	0.57	-0.15
-0.02	-0.38	-0.19
1.01	0.58	-0.02
-0.18	0.06	0.81
0.2	-0.51	-0.4
0.46	-1.02	0.25
-0.1	0.26	0.1
0	0	-0.13
-0.33	-1.1	4.17
0.16	-0.6	0.31
0.42	-0.11	0.39
0.03	-0.06	0.35
0.01	-0.25	0.04
0.29	0.05	0.09
-0.7	-0.44	-0.05
-0.04	0.22	0.11
0.22	0.11	-0.13
0.08	-0.26	-0.08
0.04	-0.03	0.31
-0.1	-0.14	0.45
-0.38	0.29	0.56
-0.17	-0.13	0.56
0	-0.16	-0.15
-0.06	0.86	0.7
0.03	0.44	0.53
0.09	-0.04	0.82
0.09	-0.14	0.61
0.07	-0.03	0.14
0.06	0.01	0.06
-0.43	0.08	0.53
-0.18	0.24	0.49
-0.81	1.5	-0.26
0.27	0.79	-1.93
0.75	0.78	1.91
0.04	-0.45	1.55
-0.1	-0.87	-0.99
0.79	-1.39	-0.56
-0.19	-0.24	2.12
-0.53	-0.5	0.13
-1.3	-0.22	2.24
1.01	0.99	1.88
-0.18	-0.17	-0.13
-0.69	-0.26	-1.1
1.16	-0.14	1.43
0.06	-2.18	-0.92
0.38	-0.61	-0.11
0.16	0.37	-1.68
1.98	-0.56	0.01
0.3	0.17	0.45
-0.22	0.76	0.49
0.2	0.23	-0.85
1.27	-1.11	0
-0.49	-0.24	-0.73
-0.18	-0.59	2.02
-0.44	-1.31	1.68
0.75	-0.2	-1.98
0.34	1.86	1.79
-0.9	-0.87	-0.13
0.7	0.88	0.74
1.03	-0.84	0.78
0.58	-1.42	2.12
-0.81	1.02	-1.28
0.41	0.23	-0.26
1.47	0.64	0.22
0.1	-0.58	-0.28
-0.06	0.94	-0.14
-0.47	0.88	0.36
0.55	0.28	-0.16
0.56	-1.49	1.28
2.38	0.7	0.45
-0.62	0.58	-1.45
0.15	1.37	1.05
0.11	-1.03	0.23
2.11	0.38	1.72
0.15	1.58	-2.88
0.9	-0.8	0.56
0.12	1.52	-0.42
0.52	-1.55	-0.56
0.65	0.53	1.19
-0.33	-0.65	-0.62
2.19	0.96	0.15
-0.69	-1.42	-0.63
-0.78	0.5	-1.32
0.79	0.58	-1.09
0.19	-0.12	-0.32
0.25	0.45	-0.75
0.16	0	-0.64
0.15	0.45	-0.27
0.51	0.04	0.57
-0.02	-0.35	-0.68
4.13	2.29	-4.12
-1.16	0.76	0.4
-0.07	-0.74	0.15
0.62	1.75	1.48
-0.96	-0.77	-0.73
0.37	-1.49	-0.92
0.03	0.25	-0.24
-0.67	0.07	0.45
0	-0.3	-0.13
1.41	-0.81	0.51
-0.17	0.18	-0.37
0.17	0.25	0.31
0.79	-0.49	-0.44
0.34	-0.4	-0.09
0.52	0.2	-0.1
-0.1	0.13	-0.07
0.29	0.12	0.03
0.02	0.33	0.03
0.19	-0.18	-0.19
0.03	-0.49	-0.35
0.3	0.06	-0.48
-0.31	0.23	0.04
-0.47	-0.62	-0.32
0.51	0.34	-0.59
0.3	0.64	-0.39
0.04	0.06	-0.47
0.82	1.03	0.82
0.14	0.41	-1.02
-0.04	-0.1	0.2
0.24	0.36	-0.24
-0.17	-0.04	-0.02
0.13	0.4	0.25
-0.17	-0.44	-0.01
-0.82	-0.12	-0.57
0.13	0.23	0.03
0	-0.09	-0.35
0.29	0.03	0.18
-0.1	-0.54	0.48
-0.54	0.66	-0.21
0.22	-0.27	0.17
0.28	-0.04	-0.26
-1.23	-1.32	-0.18
0.17	0.12	0
-0.81	0.01	0.36
-0.33	0.49	0.21
-1.43	-1.15	0.83
1.26	0.82	0.38
1.03	0.01	0.36
-0.28	-0.15	-0.01
0.02	0.2	0.31
0.07	0.36	-0.07
0.02	-0.12	0.09
-0.11	0.34	0.22
0.11	0.25	0.14
0.12	-0.02	0.06
-0.19	0.09	-0.08
-0.1	0.47	0.34
0.71	0.24	-0.05
-0.06	-0.13	0.23
0.07	-0.11	0.29
0	0.07	0.08
0	-0.07	-0.12
-0.12	-0.09	0.2
0.06	0.06	0.05
-0.13	0	0.21
-0.05	-0.21	0
0.07	-0.03	0.21
0.33	0.11	-0.84
-0.03	0.21	-0.36
0.06	0.04	0
-0.29	0.19	0.1
0.06	0.01	-0.12
-0.14	-0.03	-0.02
0.04	-0.05	0
-0.18	0.07	0.15
0.04	0.06	-0.13
-0.06	0.26	0.03
0.09	-0.09	-0.1
-0.07	0.2	0.04
0.16	0.12	-0.3
-0.01	0.12	0.02
-0.01	-0.01	0.02
0.2	-0.1	-0.28
0.03	-0.11	-0.09
0.06	-0.2	0
-0.12	-0.01	0.09
-0.19	0.11	-0.21
0.18	-0.02	-0.09
0	0.04	0.16
0	-0.09	0.12
-0.21	-0.03	-0.22
-0.05	-0.13	-0.06
-0.14	0.07	0.02
0.09	-0.15	0.02
-0.06	-0.08	0.22
0.23	0.14	-0.25
0.67	0.65	-1.11
0.13	-0.16	0.08
0.35	0.17	-0.16
0.13	-0.16	-0.32
-0.04	-0.18	0
0.07	0.12	0.21
0.77	0.33	0.2
-0.11	-0.04	0.46
-0.32	-0.04	0.44
-0.13	0.68	-0.03
0.28	-0.36	-0.11
-0.01	0.04	-0.08
-0.24	0.24	0.02
-0.4	-0.12	-0.36
-0.29	-0.32	-0.09
-0.39	-0.09	-0.31
-0.91	-0.16	0.95
2.02	0.09	1.1
-0.09	0.68	1.97
-1.89	1.13	0.66
-0.02	-0.03	0.21
-0.74	-0.8	1.09
-0.67	1.26	0.37
0.28	0.18	-0.39
0.14	-0.08	0.21
0.01	-0.08	0.1
0.14	-0.12	0.1
0.3	-0.42	0.11
0	-0.29	0.21
0.03	-0.21	0.01
0.04	-0.22	0.21
0.05	-0.01	-0.21
0.11	-0.14	0.18
0.13	-0.14	0
0.14	-0.3	0.03
0.03	-0.2	0.08
-0.02	-0.06	0.1
0.06	0.07	0.25
-0.03	-0.08	0
0.07	-0.15	-0.04
-0.04	-0.14	-0.01
0.01	-0.13	0.09
0.07	-0.22	0.07
0.01	-0.17	0
0.06	-0.18	0.03
0.17	-0.56	0.03
-0.14	-0.08	0.09
-0.07	-0.12	0.01
0.08	-0.19	0.07
0.16	-0.25	0.2
-0.11	0.1	-0.26
-0.08	-0.27	0.08
0.04	-0.18	0.09
-0.04	-0.26	0
0.05	-0.23	-0.02
0.12	-0.21	0.03
0.03	-0.19	0.02
0.07	-0.15	0.09
0.08	-0.25	0
0.11	-0.34	-0.16
0.22	-0.43	0.01
0.19	-0.03	-0.01
-0.09	0.06	0.16
-0.02	0.2	-0.23
0.05	-0.08	0.11
0.11	-0.26	-0.11
0.01	-0.14	-0.03
0.03	-0.01	0
0.01	-0.3	-0.14
0.06	-0.21	0.06
0.08	-0.24	0
0.01	-0.24	-0.04
-1.34	0.23	0
-0.01	-0.06	0.01
0.01	-0.05	0.01
0.01	-0.08	0
0	-0.02	0.04
0.02	0.01	-0.1
0.05	-0.19	-0.04
-0.01	-0.14	-0.05
-0.03	-0.22	0.07
0	-0.07	0.09
0.01	-0.72	0.17
-0.05	-0.6	-0.29
-0.04	-0.33	-0.01
-0.03	0.48	0.6
0.01	0.07	0.16
-0.05	0	0.31
0.12	0.03	0
0.05	-0.46	0.1
0.05	-0.25	0.17
-0.14	0.14	0.57
-0.01	0.56	0.82
0.17	-0.21	-0.26
0.07	0.14	0.24
-0.09	-0.47	0.21
0	0.08	0.72
-0.02	-0.48	0.16
-0.03	-0.14	0.19
0.13	0.04	0.28
0.16	-0.04	0.01
0.01	-0.07	0.01
0.05	-0.35	0.49
0.06	-0.18	0.03
0.05	-0.06	0.47
0	0.01	0.08
0.04	-0.11	0.07
0.01	-0.12	0.11
0	0.01	0.21
0.02	-0.01	0.23
-0.44	0.08	0.45
-0.01	-0.16	0.2
0.06	-0.04	0.22
0.03	-0.05	0.14
0.03	-0.03	0.09
0.09	-0.08	0.31
0.06	-0.06	0.24
0.02	0.03	0.26
0.05	0.04	0.24
-0.05	-0.3	0.14
0.05	-0.04	0.19
0.01	-0.03	0.15
0.01	-0.01	0.19
0.03	-0.13	0.1
-0.01	-0.12	0.14
-0.18	0.07	-0.08
0.03	-0.03	-0.02
0.12	-0.07	0.27
0.03	-0.07	0.11
-0.1	-0.03	0.15
0.18	-0.07	0.16
0.01	-0.01	0.3
0.1	-0.13	0.16
0.04	0.01	0.02
0.05	-0.06	0.11
0.03	-0.06	0.03
-0.06	0.01	0.04
0.01	-0.09	0.22
0.18	-0.19	0.35
0	-0.05	0.17
0.04	-0.11	0.18
-0.04	-0.06	0.18
-0.01	-0.11	0.15
0.01	-0.03	0.22
0.92	0	0.16
0.06	-0.07	0.07
-0.24	0.2	0.08
-0.12	0.03	0.12
0.06	-0.02	-0.03
-0.19	0	-2.24
0.25	-0.6	0.73
0.19	0.11	0.06
0.03	-0.72	0.18
-0.17	0.12	0.07
0.1	0.15	0.17
0.15	-0.17	0.73
-0.07	0.06	0.26
0.04	0.19	-0.07
0.05	-0.27	-0.24
0.06	-0.16	0.27
-0.05	0.12	0.36
0.14	-0.64	-0.25
0.1	-0.13	0.08
0.01	-0.16	0.28
0	-0.07	-0.02
0.05	0.12	0.06
0.01	-0.38	0.07
0.13	-0.99	0.4
0.05	0.07	0.11
-0.05	-0.41	-0.2
-0.14	-0.18	0.35
0.07	-0.21	0.1
0.05	0.01	0.37
0.07	-0.26	0.13
-0.06	0	0.13
0.02	-0.03	0.02
0	0.08	0.23
0.05	0.06	0.26
-0.02	-0.19	-0.04
0.01	-0.13	0.05
0.03	0.14	0.04
0.18	-0.11	-0.03
0.2	-0.13	0.17
0.06	-0.05	0.11
-0.2	-0.19	-0.04
0.12	-0.19	0.43
-0.03	0.07	0.34
0	0.14	0.14
-0.05	0.1	0.16
-0.06	0.1	-0.06
-0.15	-0.24	0.02
-0.06	-0.4	0.01
0.05	-0.27	-0.02
-0.03	0.22	0.16
0.1	-0.15	0
0.13	-0.1	-0.01
-0.09	0.04	0.15
0.06	0.21	0
0	0.03	0.11
0.02	-0.07	0
-0.03	-0.07	0.15
0.1	0.13	0.19
0.03	-0.07	0
0.09	-0.15	-0.01
-0.09	-0.12	-0.01
0.07	0.2	0.21
0.11	-0.07	0.09
0.03	-0.13	0.05
0	-0.12	0.05
0.1	0.08	0.25
0	0.2	0.15
-0.44	-0.14	0.08
0.04	0.08	0.08
-0.03	-0.01	0.1
0	-0.01	0.07
0.04	0.05	0.11
0.11	-0.26	0.65
0.46	-0.48	1.1
-0.07	-0.2	-0.1
-0.05	-0.2	0.14
0.02	-0.07	0.18
-0.11	0.13	0
0.31	-0.2	0.19
0.02	-0.17	0.08
0.04	0.04	0.29
0	0	0.24
-0.04	-0.09	0.15
0	0.03	0.09
-0.02	-0.08	-0.01
-0.02	-0.2	0.12
-0.1	-0.16	0.14
-0.08	-0.1	0.16
-0.11	0.07	0.05
-0.02	0.05	0.12
0	0.04	0.06
0.05	-0.22	0
-0.03	0.09	-0.01
0.12	-0.24	0.15
0.11	-0.01	0.25
0	-0.06	-0.32
0.14	-0.06	0.16
-0.14	-0.01	-0.06
-0.25	-0.14	0.21
0	0.1	0.22
-0.27	-0.36	-0.12
0.19	0.05	-0.09
0.04	-0.05	0.07
0.15	-0.06	0.18
0.34	0.07	-0.74
0.07	-0.96	0.17
-0.04	-0.01	0.17
0	-0.02	0.17
0.13	-0.39	0.12
-0.3	-0.5	0.64
0.15	-0.04	0.16
0.04	-0.08	0.28
0.06	0.07	-0.16
0.02	-0.04	0.05
-0.03	-0.13	0.08
-0.15	-0.14	0.26
0	-0.27	-0.02
0.11	0.02	0.22
0.07	-0.26	0.08
0.01	-0.18	0.06
0.07	-0.1	0.12
0.06	-0.01	0.08
0.11	-0.01	0.25
0.05	-0.26	0.2
0.07	-0.3	0.13
-0.04	0.07	0.22
0.09	0.08	0.39
-0.18	-0.4	0.08
0.06	-0.16	0.08
-0.03	-0.11	0.01
0.05	0	-0.02
0.01	-0.09	0.09
0.02	-0.07	-0.04
-0.11	0.03	-0.1
0.08	-0.08	0
0.05	-0.04	0.02
0.07	-0.04	0
-0.04	-0.1	0.04
0.07	-0.07	0.05
0.02	-0.07	0.09
0.01	-0.15	-0.11
0.04	-0.08	0.15
0.05	-0.18	0.12
0	-0.19	0.07
-0.38	-0.25	0.37
0.03	-0.2	0.03
-0.09	-0.22	0.07
0.2	-0.51	-0.27
0.34	0.07	-0.16
-0.18	-0.17	0.17
0.11	-0.05	0.04
-0.06	-0.13	-0.03
0.03	0.02	-0.01
0	-0.24	0.65
0	-0.11	0.21
0.04	-0.06	0.24
-0.05	-0.12	0.09
0.04	-0.49	1.12
-1.29	1.36	-3.37
0.22	0.06	-0.15
